step,time,root_x,root_y,root_z,contact_count,amp_stage,pitch_amp_current,roll_amp_current,left_pitch_pos,left_pitch_vel,left_pitch_target,left_pitch_target_vel,left_pitch_error,left_pitch_tau,left_pitch_tau_mj,left_pitch_tau_pd,left_pitch_tau_pd_unclipped,left_roll_pos,left_roll_vel,left_roll_target,left_roll_target_vel,left_roll_error,left_roll_tau,left_roll_tau_mj,left_roll_tau_pd,left_roll_tau_pd_unclipped,right_pitch_pos,right_pitch_vel,right_pitch_target,right_pitch_target_vel,right_pitch_error,right_pitch_tau,right_pitch_tau_mj,right_pitch_tau_pd,right_pitch_tau_pd_unclipped,right_roll_pos,right_roll_vel,right_roll_target,right_roll_target_vel,right_roll_error,right_roll_tau,right_roll_tau_mj,right_roll_tau_pd,right_roll_tau_pd_unclipped,left_upper_pos,left_upper_vel,left_upper_target,left_upper_target_vel,left_upper_error,left_upper_tau,left_upper_tau_equiv,left_upper_tau_equiv_from_pd,left_upper_tau_calc_model,left_upper_tau_calc_model_unclipped,left_lower_pos,left_lower_vel,left_lower_target,left_lower_target_vel,left_lower_error,left_lower_tau,left_lower_tau_equiv,left_lower_tau_equiv_from_pd,left_lower_tau_calc_model,left_lower_tau_calc_model_unclipped,right_upper_pos,right_upper_vel,right_upper_target,right_upper_target_vel,right_upper_error,right_upper_tau,right_upper_tau_equiv,right_upper_tau_equiv_from_pd,right_upper_tau_calc_model,right_upper_tau_calc_model_unclipped,right_lower_pos,right_lower_vel,right_lower_target,right_lower_target_vel,right_lower_error,right_lower_tau,right_lower_tau_equiv,right_lower_tau_equiv_from_pd,right_lower_tau_calc_model,right_lower_tau_calc_model_unclipped,left_tau_equiv_residual,right_tau_equiv_residual,left_tau_equiv_pd_residual,right_tau_equiv_pd_residual,left_jacobian_cond,right_jacobian_cond,source
1660,8.304999999999898,0.0,0.0,1.05,0,small,0.2,0.14,-0.24273368692583855,0.012075968422323603,-0.22942202450022994,0.5634711391331225,0.013311662425608606,0.0061784700164251305,0.0061784700164251305,0.0061784700164250195,0.0061784700164250195,-0.03587028226574785,-0.034548351990551944,-0.06974648158506765,0.20662764834541505,-0.033876199319319795,0.0033607633561607564,0.0033607633561607564,0.0033607633561607564,0.0033607633561607564,-0.12885169240060165,-0.1874192664028607,-0.31510666390579967,-0.08052155615100685,-0.186254971505198,0.005821474488313161,0.005821474488313161,0.005821474488313383,0.005821474488313383,-0.04491038926973515,-0.0018351067864959335,-0.0454478538590563,0.6215152316148069,-0.0005374645893211488,0.0064882109858739045,0.0064882109858739045,0.006488210985873924,0.006488210985873924,0.2406369719788757,-0.04414506384856534,0.19559754344152763,-0.5050706771649013,-0.045039428537348075,-0.0005001549517177396,-0.0005001549517177396,-0.0005001549517176943,-0.011712675563052118,-0.011712675563052118,0.30231342720612675,0.01409809183739248,0.3142395843302541,-0.8629480227404505,0.011926157124127368,-0.004509631486304893,-0.004509631486304893,-0.004509631486304848,0.0024292534331375438,0.0024292534331375438,0.17473415489866617,0.21222189575490932,0.4015504505418795,-0.4240849091711371,0.22681629564321332,-0.006504379365916928,-0.006504379365916928,-0.006504379365917039,-0.013826210134927193,-0.013826210134927193,0.1006253376370208,0.20878095066293106,0.324771839896415,0.6390628199306864,0.2241465022593942,0.001328706861752226,0.001328706861752226,0.00132870686175214,0.0006751383068446843,0.0006751383068446843,8.673617379884035e-19,0.0,4.336808689942018e-19,8.673617379884035e-19,1.4553869365719712,1.3459096781969215,suspended_pr_ankle_pitch_roll_pd
1664,8.324999999999902,0.0,0.0,1.05,0,small,0.2,0.14,-0.24235463407126173,0.023052612832215942,-0.2181455524455678,0.5638691408019948,0.024209081625693935,0.005782343967389858,0.005782343967389858,0.005782343967389969,0.005782343967389969,-0.03650099373904924,-0.02973492765830496,-0.065593541491889,0.208610221522484,-0.029092547752839752,0.0032118995273260342,0.0032118995273260342,0.0032118995273260342,0.0032118995273260342,-0.13257210902369385,-0.18513608597015893,-0.3165118632406602,-0.06017528668079608,-0.18393975421696637,0.005981658765962905,0.005981658765962905,0.005981658765962794,0.005981658765962794,-0.04479111546717743,0.010633006126496446,-0.03293000606835832,0.6296030049764701,0.011861109398819111,0.006140516361613307,0.006140516361613307,0.006140516361613328,0.006140516361613328,0.23963695639693725,-0.053485096909557626,0.18556193267681537,-0.49818124308982453,-0.05407502372012188,-0.00042863861263652654,-0.00042863861263652654,-0.0004286386126365718,-0.0110405396052895,-0.0110405396052895,0.3023750536725344,-0.003489219473194518,0.2970280464073041,-0.8578196464183943,-0.005347007265230297,-0.004260769215099067,-0.004260769215099067,-0.004260769215099112,0.0022183664145902227,0.0022183664145902227,0.1788245918805305,0.1999771723370092,0.392715103711055,-0.45863025679960284,0.21389051183052452,-0.006359033651859669,-0.006359033651859669,-0.006359033651859632,-0.01365464288634002,-0.01365464288634002,0.10490694100617291,0.21731166869502294,0.3373614433405076,0.6195175196092519,0.23245450233433468,0.001056237920524798,0.001056237920524798,0.0010562379205248593,0.0002477120547855296,0.0002477120547855296,4.336808689942018e-19,0.0,0.0,0.0,1.4550683160541271,1.3493789561828418,suspended_pr_ankle_pitch_roll_pd
1668,8.344999999999905,0.0,0.0,1.05,0,small,0.2,0.14,-0.24175880385983453,0.033804791464643366,-0.2068794005525284,0.562446148261037,0.03487940330730613,0.00537305921331388,0.00537305921331388,0.005373059213313797,0.005373059213313797,-0.03703616358334083,-0.024980278223001137,-0.06140407676000687,0.21029211008844634,-0.02436791317666604,0.0030618252316754746,0.0030618252316754746,0.0030618252316754885,0.0030618252316754885,-0.13624242891676228,-0.18250188969738143,-0.31752105113686535,-0.04093505349734956,-0.18127862222010308,0.006116337386391946,0.006116337386391946,0.006116337386391835,0.006116337386391835,-0.04442384269532822,0.022982295900703248,-0.02029044824845867,0.6336845913760597,0.024133394446869547,0.005755492730831507,0.005755492730831507,0.0057554927308314935,0.0057554927308314935,0.23845307289529213,-0.06258304534300924,0.17568249152898985,-0.4894627861289925,-0.06277058136630229,-0.00035286680492952485,-0.00035286680492952485,-0.000352866804929483,-0.01034939904219273,-0.01034939904219273,0.30208909866536465,-0.020734805585413064,0.2799416012458716,-0.850470251753198,-0.022147497419493067,-0.004006134539370273,-0.004006134539370273,-0.004006134539370247,0.00199715481315787,0.00199715481315787,0.1826658819402589,0.18739891498134448,0.3832385630627482,-0.4881789083243906,0.20057268112248933,-0.006179636959238934,-0.006179636959238934,-0.0061796369592388755,-0.013410618010416942,-0.013410618010416942,0.10935282900599416,0.22532888249176977,0.34953776346809645,0.5977561022304879,0.2401849344621023,0.0007725976588793183,0.0007725976588793183,0.0007725976588793585,-0.00019099022275091918,-0.00019099022275091918,0.0,1.2266347333466993e-18,0.0,0.0,1.4545249938659883,1.352790087157456,suspended_pr_ankle_pitch_roll_pd
1672,8.364999999999908,0.0,0.0,1.05,0,small,0.2,0.14,-0.2409510808267139,0.044301078957517386,-0.19565954167420288,0.5592481289975612,0.04529153915251102,0.004952300974968238,0.004952300974968238,0.004952300974968182,0.004952300974968182,-0.03747702277560205,-0.020288653217653996,-0.057183390033037976,0.21174394800376048,-0.01970636725743593,0.002911429801090326,0.002911429801090326,0.002911429801090326,0.002911429801090326,-0.1398560004559415,-0.17954630961444837,-0.31815719343403015,-0.02288368290916534,-0.17830119297808866,0.006225583181798555,0.006225583181798555,0.006225583181798555,0.006225583181798555,-0.04381191641407803,0.03513544202549418,-0.007609302833303801,0.6337651063640352,0.03620261358077423,0.005335857776400242,0.005335857776400242,0.005335857776400249,0.005335857776400249,0.23709066354139724,-0.07139827352209947,0.16599517245394654,-0.47898049421735217,-0.0710954910874507,-0.0002728883538517928,-0.0002728883538517928,-0.00027288835385177014,-0.009642817214235943,-0.009642817214235943,0.30146301097027073,-0.03758894720177719,0.263022786343894,-0.841088379882117,-0.03844022462637675,-0.0037468335791971496,-0.0037468335791971496,-0.003746833579197127,0.0017663130955112526,0.0017663130955112526,0.18625250032758203,0.17457801674865486,0.3732221145182582,-0.512604184777279,0.18696961419067618,-0.005968013863202329,-0.005968013863202329,-0.005968013863202334,-0.013096608407903953,-0.013096608407903953,0.11395226779406764,0.2327945957562193,0.36125782610296236,0.5739159241738264,0.24730555830889472,0.0004793120728303966,0.0004793120728303966,0.0004793120728304007,-0.0006386397255649147,-0.0006386397255649147,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,1.4537664337776341,1.3561403045961988,suspended_pr_ankle_pitch_roll_pd
1676,8.384999999999911,0.0,0.0,1.05,0,small,0.2,0.14,-0.2399369582342793,0.05451164705948199,-0.1845209546199591,0.554328460219592,0.0554160036143202,0.004521782774190908,0.004521782774190908,0.004521782774191019,0.004521782774191019,-0.037824868828358296,-0.015662837413473844,-0.05293540245688845,0.21303310622218494,-0.015110533628530154,0.002761518924718487,0.002761518924718487,0.002761518924718459,0.002761518924718459,-0.14340677725950274,-0.1762999575481278,-0.3184448097544046,-0.006093647456735774,-0.17503803249490185,0.006309625266129659,0.006309625266129659,0.006309625266129659,0.006309625266129659,-0.042960205925854575,0.04701699943338011,0.005033707924674233,0.6298793824199551,0.047993913850528806,0.0048845720857434854,0.0048845720857434854,0.004884572085743472,0.004884572085743472,0.23555586177358212,-0.07989188494740897,0.15653459121809127,-0.46680194577948814,-0.07902127055549085,-0.0001888142751976874,-0.0001888142751976874,-0.00018881427519774855,-0.008924336896554086,-0.008924336896554086,0.3005051871025564,-0.0540058263896958,0.24631037568547298,-0.8298603545590274,-0.05419481141708343,-0.003483918105910518,-0.003483918105910518,-0.0034839181059105476,0.0015266427785051383,0.0015266427785051383,0.18958075246929565,0.1616064351487966,0.36276907032208466,-0.5318298910599876,0.17318831785278901,-0.0057261619845014695,-0.0057261619845014695,-0.005726161984501462,-0.012715674432258113,-0.012715674432258113,0.11869381988709778,0.23967665017137169,0.37248155423186274,0.5481492108590598,0.253787734344765,0.0001779726218377719,0.0001779726218377719,0.00017797262183776358,-0.0010927737160288846,-0.0010927737160288846,4.336808689942018e-19,0.0,8.673617379884035e-19,8.673617379884035e-19,1.45280220055826,1.3594175768666903,suspended_pr_ankle_pitch_roll_pd
1680,8.404999999999914,0.0,0.0,1.05,0,small,0.2,0.14,-0.2387225047042479,0.06440837746511666,-0.17349747966393497,0.5477475525277441,0.06522502504031294,0.004083237875981416,0.004083237875981416,0.004083237875981416,0.004083237875981416,-0.038081037730788296,-0.011104251608859651,-0.0486627274712461,0.21422284782956472,-0.010581689740457804,0.00261280934200922,0.00261280934200922,0.002612809342009234,0.002612809342009234,-0.1468893349292602,-0.1727941962110493,-0.31840976191812703,0.009373372152213389,-0.17152042698886683,0.006368846110912374,0.006368846110912374,0.006368846110912374,0.006368846110912374,-0.04187505996093897,0.058553948274024194,0.017559851233734308,0.6220914206318231,0.059434911194673284,0.0044048146032454605,0.0044048146032454605,0.004404814603245433,0.004404814603245433,0.2338555619496093,-0.08802662646961507,0.14733389519455123,-0.45300449898741146,-0.08652166675505807,-0.00010081963734691605,-0.00010081963734691605,-0.00010081963734690774,-0.008197384011967937,-0.008197384011967937,0.29922489026742355,-0.06994370373612134,0.22983944559633365,-0.8169701112805738,-0.0693854446710899,-0.003218397217684527,-0.003218397217684527,-0.0032183972176845353,0.0012790609095519071,0.0012790609095519071,0.19264877944966746,0.14857671872317377,0.3519837762879367,-0.5458285385970114,0.15933499683826924,-0.005456258099424475,-0.005456258099424475,-0.005456258099424458,-0.012271348452285705,-0.012271348452285705,0.12356541542046383,0.24594428033955948,0.383172056458101,0.5206221286047473,0.25960664103763714,-0.000129734398086382,-0.000129734398086382,-0.00012973439808639862,-0.0015509898150132683,-0.0015509898150132683,0.0,8.673617379884035e-19,0.0,0.0,1.4516338929199495,1.3626245989833103,suspended_pr_ankle_pitch_roll_pd
1684,8.424999999999917,0.0,0.0,1.05,0,small,0.2,0.14,-0.2373143287173602,0.07396496464456752,-0.16262168193445012,0.5395724385521801,0.07469264678291007,0.003638410691712779,0.003638410691712779,0.003638410691712779,0.003638410691712779,-0.03824687808754322,-0.006613067804176075,-0.044366760975138905,0.2153715368151093,-0.0061198828875956846,0.002465924582901957,0.002465924582901957,0.00246592458290195,0.00246592458290195,-0.15029888316659873,-0.1690609067237049,-0.31807903437904816,0.023466846467791003,-0.16778015121244944,0.006403777556277523,0.006403777556277523,0.006403777556277301,0.006403777556277301,-0.040564251558091034,0.06967621985391027,0.029891959557766773,0.6104935919224884,0.07045621111585781,0.00389995630973769,0.00389995630973769,0.0038999563097377177,0.0038999563097377177,0.23199738319495009,-0.09576687618106915,0.13842463803746652,-0.43767196930483643,-0.09357274515748357,-9.142337100722934e-06,-9.142337100722934e-06,-9.142337100726871e-06,-0.007465261492158791,-0.007465261492158791,0.2976321667936085,-0.08536513681917475,0.21364146298357548,-0.8025951666028778,-0.08399070381003301,-0.00295122889777314,-0.00295122889777314,-0.002951228897773136,0.001024549193352035,0.001024549193352035,0.19545655007636153,0.13557891856430992,0.3409706586850686,-0.5546191730068567,0.14551410860870706,-0.005160750950985169,-0.005160750950985169,-0.005160750950985086,-0.011767503506725105,-0.011767503506725105,0.12855442782036733,0.251570334602452,0.3932958936385991,0.4915134835208629,0.26474146581823177,-0.0004420441469169728,-0.0004420441469169728,-0.0004420441469168598,-0.0020106467232711657,-0.0020106467232711657,4.336808689942018e-19,0.0,8.673617379884035e-19,1.2266347333466993e-18,1.450264581553659,1.3657579437355167,suspended_pr_ankle_pitch_roll_pd
1688,8.44499999999992,0.0,0.0,1.05,0,small,0.2,0.14,-0.23571954118683208,0.08315700818825447,-0.15192472336034893,0.5298763290546624,0.08379481782648315,0.0031890481911434065,0.0031890481911434065,0.0031890481911434065,0.0031890481911434065,-0.03832372772551439,-0.0021883373482502015,-0.04004778671670293,0.2165319081035858,-0.0017240589911885415,0.0023213917853083244,0.0023213917853083244,0.0023213917853083,0.0023213917853083,-0.15363127321244036,-0.16513225422414662,-0.3174805082792138,0.0361476756490283,-0.16384923506677346,0.006415095786865832,0.006415095786865832,0.006415095786865832,0.006415095786865832,-0.039036912773066944,0.08031719430350319,0.041954988005663954,0.5952055969900526,0.08099190077873089,0.0033735323761385216,0.0033735323761385216,0.003373532376138466,0.003373532376138466,0.2299896278762166,-0.10307954513373933,0.12983666025574955,-0.4208921294334879,-0.10015296762046705,8.593085871862232e-05,8.593085871862232e-05,8.59308587186079e-05,-0.0067311504438979765,-0.0067311504438979765,0.29573776095011134,-0.10023683810291849,0.1977443940045122,-0.7869069349818189,-0.09799336694559915,-0.002683339150756541,-0.002683339150756541,-0.0026833391507565265,0.0007641769363256133,0.0007641769363256133,0.19800583954823806,0.1227033061607441,0.3298333178721384,-0.5582649127399347,0.13182747832390032,-0.0048421431426601035,-0.0048421431426601035,-0.0048421431426600705,-0.011208563704180075,-0.011208563704180075,0.13364775310703192,0.2565328808954244,0.4028233162015115,0.4610131193870405,0.2691755630944796,-0.000757172335255984,-0.000757172335255984,-0.0007571723352560171,-0.0024692091298123366,-0.0024692091298123366,0.0,4.336808689942018e-19,0.0,0.0,1.4487112173115022,1.368814481367701,suspended_pr_ankle_pitch_roll_pd
1692,8.464999999999923,0.0,0.0,1.05,0,small,0.2,0.14,-0.23394571632060224,0.09196209424800776,-0.1414362437984849,0.5187381391726902,0.09250947252211733,0.0027368913705478892,0.0027368913705478892,0.0027368913705478337,0.0027368913705478337,-0.038312893008995166,0.0021718694764975366,-0.035705095610522875,0.2177504058862488,0.002607797398472292,0.0021796396098737736,0.0021796396098737736,0.002179639609873777,0.002179639609873777,-0.15688300059371998,-0.161040453231399,-0.3166427307630445,0.047388384881810325,-0.15975973016932452,0.006403615310372368,0.006403615310372368,0.006403615310372479,0.006403615310372479,-0.03730345983282687,0.09041416582275548,0.05367654860035646,0.5763731964307097,0.09098000843318332,0.0028292130521392345,0.0028292130521392345,0.0028292130521392345,0.0028292130521392345,0.22784123506806594,-0.1099337620543116,0.12159797549869494,-0.40275782689918155,-0.106243259569371,0.00018403658561083123,0.00018403658561083123,0.00018403658561085635,-0.0059980637938489645,-0.0059980637938489645,0.29355302904712854,-0.1145298470357927,0.18217283119050043,-0.7700702084139144,-0.11138019785662812,-0.002415579835959293,-0.002415579835959293,-0.0024155798359592725,0.0004990871306624949,0.0004990871306624949,0.2003001944163489,0.11003764818364019,0.3186736731921097,-0.5568702915564797,0.11837347877576082,-0.00450309850309463,-0.00450309850309463,-0.004503098503094678,-0.010599304803382505,-0.010599304803382505,0.13883189191727183,0.2608138822427463,0.4117284648882058,0.4293198711850747,0.27289657297093395,-0.0010732933486168096,-0.0010732933486168096,-0.0010732933486168575,-0.0029240997649231408,-0.0029240997649231408,0.0,4.336808689942018e-19,8.673617379884035e-19,4.336808689942018e-19,1.4469760743035551,1.3717925506949071,suspended_pr_ankle_pitch_roll_pd
1696,8.484999999999927,0.0,0.0,1.05,0,small,0.2,0.14,-0.23200085099499196,0.10035986571889964,-0.13118425191136934,0.5062419876442006,0.10081659908362262,0.002283666823615027,0.002283666823615027,0.002283666823614916,0.002283666823614916,-0.038215631071692534,0.006470314067765947,-0.03133711755158869,0.21906659663466835,0.006878513520103845,0.0020409972616894922,0.0020409972616894922,0.0020409972616894853,0.0020409972616894853,-0.1600512031922739,-0.15681753442814617,-0.3155946812235777,0.057173235592435256,-0.1555434780313038,0.006370281984211745,0.006370281984211745,0.006370281984211745,0.006370281984211745,-0.03537550943217082,0.09990877168385918,0.0649874169640941,0.5541667246885595,0.10036292639626493,0.002270773562028705,0.002270773562028705,0.0022707735620286496,0.0022707735620286496,0.2255617294195505,-0.11630097292739515,0.11373466239122086,-0.3833705691780367,-0.11182706702832963,0.0002847630626282955,0.0002847630626282955,0.0002847630626283362,-0.005268841697198472,-0.005268841697198472,0.29108985369758306,-0.1282197607070871,0.16694813737429032,-0.7522457125761502,-0.12414171632329274,-0.002148753115568079,-0.002148753115568079,-0.002148753115568029,0.0002304975126838399,0.0002304975126838399,0.2023448840668397,0.09766716489749354,0.30759116172106943,-0.55057854296838,0.10524627765422973,-0.0041463848279117135,-0.0041463848279117135,-0.0041463848279116805,-0.009944855699146375,-0.009944855699146375,0.14409303342633922,0.26439938674514724,0.41998952785932453,0.396639214534324,0.2758964944329853,-0.0013885662551079076,-0.0013885662551079076,-0.0013885662551079408,-0.0033727692481005864,-0.0033727692481005864,4.336808689942018e-19,4.336808689942018e-19,0.0,4.336808689942018e-19,1.445066886620253,1.374692615718079,suspended_pr_ankle_pitch_roll_pd
1700,8.50499999999993,0.0,0.0,1.05,0,small,0.2,0.14,-0.2298933228687042,0.108332080870763,-0.12119502630577364,0.49247667199598405,0.10869829656293056,0.0018310784608378539,0.0018310784608378539,0.0018310784608378539,0.0018310784608378539,-0.03803313514015857,0.010710432042260246,-0.02694156417424855,0.2205126624706796,0.011091570965910017,0.001905694618248882,0.001905694618248882,0.0019056946182488543,0.0019056946182488543,-0.1631336546852214,-0.15249511451600417,-0.3143655361726001,0.06549825178245694,-0.1512318814873787,0.0063161651431271615,0.0063161651431271615,0.0063161651431272725,0.0063161651431272725,-0.033265786941469686,0.1087473815338372,0.07582200725000308,0.5287794035056176,0.10908779419147277,0.0017020632881778464,0.0017020632881778464,0.0017020632881777908,0.0017020632881777908,0.22316116585532494,-0.12215644381138288,0.1062707619493257,-0.3628354696902019,-0.11689040390599924,0.00038763771130521024,0.00038763771130521024,0.0003876377113051936,-0.004546153246312226,-0.004546153246312226,0.2883605590810314,-0.1412860056917746,0.1520886045618684,-0.7335794318772088,-0.13627195451916302,-0.001883610451009981,-0.001883610451009981,-0.0018836104510099646,-4.031328187165627e-05,-4.031328187165627e-05,0.20414683885192716,0.08567369562349016,0.29668199186365996,-0.5395688419359366,0.09253515301173279,-0.003774850544277261,-0.003774850544277261,-0.0037748505442772766,-0.00925065399438146,-0.00925065399438146,0.1494171403294051,0.26727975978743557,0.4275888478912942,0.36318067746042754,0.27817170756188914,-0.001701153895139629,-0.001701153895139629,-0.00170115389513971,-0.0038127195118253356,-0.0038127195118253356,2.168404344971009e-19,2.168404344971009e-19,0.0,4.336808689942018e-19,1.44299761773634,1.3775141520884568,suspended_pr_ankle_pitch_roll_pd
1704,8.524999999999933,0.0,0.0,1.05,0,small,0.2,0.14,-0.227631847471082,0.11586266020459711,-0.11149302738210012,0.47753512280641497,0.11613882008898188,0.0013807994219238173,0.0013807994219238173,0.0013807994219239283,0.0013807994219239283,-0.03776652308775283,0.01489616949861611,-0.022515580898614627,0.22211297980389458,0.015250942189138202,0.0017738634526104496,0.0017738634526104496,0.0017738634526104496,0.0017738634526104496,-0.1661287534387048,-0.14810417077274057,-0.3129844344339827,0.07237116141187135,-0.1468556809952779,0.006242448887313401,0.006242448887313401,0.006242448887313401,0.006242448887313401,-0.030988027358409415,0.11688144393505305,0.08611881148230355,0.5004254724059796,0.11710683884071296,0.001126974528299629,0.001126974528299629,0.0011269745282995736,0.0011269745282995736,0.220650070569243,-0.12747704754179348,0.09922818076335597,-0.3412585667026249,-0.12142188980588701,0.0004921326004155706,0.0004921326004155706,0.0004921326004155252,-0.003832442838106487,-0.003832442838106487,0.28537782800365974,-0.15371220001368832,0.1376096262529639,-0.714212903146714,-0.14776820175069583,-0.0016208373555801337,-0.0016208373555801337,-0.0016208373555801796,-0.00031200404065386445,-0.00031200404065386445,0.2057145752314465,0.0741350974712454,0.286038452048143,-0.5240535563153901,0.08032387681669648,-0.003391412689339082,-0.003391412689339082,-0.003391412689339049,-0.008522385627121236,-0.008522385627121236,0.15479003399259164,0.2694493879485897,0.4345129748756017,0.32915498335695126,0.2797229408830101,-0.0020092366872067513,-0.0020092366872067513,-0.0020092366872067843,-0.004241509054093902,-0.004241509054093902,0.0,6.505213034913027e-19,2.168404344971009e-19,2.168404344971009e-19,1.4407676507992433,1.3802593313407092,suspended_pr_ankle_pitch_roll_pd
1708,8.544999999999936,0.0,0.0,1.05,0,small,0.2,0.14,-0.22522543450220395,0.12293772137632127,-0.10210082028101033,0.4615138402621769,0.12312461422119361,0.0009344642243618306,0.0009344642243618306,0.0009344642243617196,0.0009344642243617196,-0.037416829321547745,0.01903181485880013,-0.01805590651663913,0.22388378734230394,0.019360922804908615,0.0016455397305424335,0.0016455397305424335,0.0016455397305424335,0.0016455397305424335,-0.16903550696901465,-0.14367482190532296,-0.31148024435496036,0.07781125335955104,-0.1424447373859457,0.006150422596886251,0.006150422596886251,0.006150422596886362,0.006150422596886362,-0.02855686989265489,0.12426778750491381,0.0958207998353271,0.4693381554221645,0.12437766972798199,0.0005494111153409031,0.0005494111153409031,0.0005494111153409031,0.0005494111153409031,0.21803937878994614,-0.13224405475930354,0.09262660018579098,-0.31875466114514006,-0.12541277860415517,0.0005976764368401916,0.0005976764368401916,0.000597676436840237,-0.0031299751695008818,-0.0031299751695008818,0.2821546214869505,-0.16548607110782015,0.1235238815021613,-0.6942770855987813,-0.15863073998478916,-0.0013610672117552879,-0.0013610672117552879,-0.0013610672117552417,-0.0005831933368327316,-0.0005831933368327316,0.20705810853585285,0.06312444452269808,0.2757482740447484,-0.5042755315413907,0.06869016550889553,-0.0029990211730638863,-0.0029990211730638863,-0.002999021173063934,-0.00776595343428339,-0.00776595343428339,0.16019747900641143,0.2709071767140672,0.4407526603404164,0.2947710569271824,0.2805551813340049,-0.002311032248936752,-0.002311032248936752,-0.0023110322489367997,-0.004656802572043718,-0.004656802572043718,2.168404344971009e-19,4.336808689942018e-19,2.168404344971009e-19,3.2526065174565133e-19,1.4383963556560253,1.3829266047656463,suspended_pr_ankle_pitch_roll_pd
1712,8.564999999999939,0.0,0.0,1.05,0,small,0.2,0.14,-0.22268334358469538,0.12954560209831292,-0.09303900924845279,0.44451231631921817,0.1296443343362426,0.0004936611896483312,0.0004936611896483312,0.0004936611896483312,0.0004936611896483312,-0.03698500006699597,0.023121828180573175,-0.013559038496337881,0.2258329467386924,0.023425961570658085,0.0015206669504245485,0.0015206669504245485,0.0015206669504245485,0.0015206669504245485,-0.1718535121164372,-0.13923611674591257,-0.30988133471353463,0.08184915108774188,-0.13802782259709742,0.006041470744075905,0.006041470744075905,0.006041470744075794,0.006041470744075794,-0.025987747119566255,0.13086887446251144,0.10487577878069311,0.4357674847423834,0.13086352590025938,-2.674281126036071e-05,-2.674281126036071e-05,-2.674281126036071e-05,-2.674281126036071e-05,0.21534036980485935,-0.13644161961122359,0.0864833919367141,-0.29544123349308876,-0.12885697786814526,0.000703641351987074,0.000703641351987074,0.000703641351987074,-0.0024407885080155057,-0.0024407885080155057,0.27870410155931163,-0.17659890903181205,0.10984152900947056,-0.6738929976284721,-0.16886257254984108,-0.0011048664046308149,-0.0011048664046308149,-0.0011048664046308149,-0.0008524689172968937,-0.0008524689172968937,0.2081888539133988,0.05270994454138995,0.2658940504761418,-0.4805053897940612,0.05770519656274298,-0.0026006437167527437,-0.0026006437167527437,-0.0026006437167526955,-0.006987419418412548,-0.006987419418412548,0.16562526632922114,0.2716560137133467,0.44630279288361807,0.2602331989025669,0.28067752655439693,-0.0026048049947221103,-0.0026048049947221103,-0.0026048049947220626,-0.0050563619978111355,-0.0050563619978111355,2.168404344971009e-19,1.1519648082658485e-19,2.168404344971009e-19,1.6263032587282567e-19,1.4358892386086042,1.385519991057119,suspended_pr_ankle_pitch_roll_pd
1716,8.584999999999942,0.0,0.0,1.05,0,small,0.2,0.14,-0.22001503970807337,0.1356768709974039,-0.0843261836733043,0.42663244584928295,0.13568885603476907,5.992518682601533e-05,5.992518682601533e-05,5.992518682595982e-05,5.992518682595982e-05,-0.03647189207704425,0.027170669853973657,-0.009021402126066736,0.2279597982633267,0.027450489950977514,0.0013991004850193098,0.0013991004850193098,0.001399100485019289,0.001399100485019289,-0.17458293110739956,-0.13481583228021607,-0.30821535097172603,0.08452650472725179,-0.13363241986432647,0.005917062079447977,0.005917062079447977,0.005917062079447977,0.005917062079447977,-0.0232967696771569,0.13665300485509618,0.11323670445848781,0.39997800321035765,0.1365334741356447,-0.000597653597257386,-0.000597653597257386,-0.000597653597257386,-0.000597653597257386,0.21256459973930125,-0.14005707995372432,0.08081354059686269,-0.27143945420288135,-0.13175105914243856,0.0008093631772499732,0.0008093631772499732,0.0008093631772499834,-0.0017667057345256984,-0.0017667057345256984,0.27503955784679945,-0.18704564152792144,0.09657040961635151,-0.6531713524291092,-0.17846914823044796,-0.0008527437535473003,-0.0008527437535473003,-0.0008527437535472647,-0.0011183930537849178,-0.0011183930537849178,0.20911951636975273,0.0429537892642553,0.25655270609739944,-0.45303884857468113,0.04743318972764671,-0.0021992395726472026,-0.0021992395726472026,-0.0021992395726472026,-0.006192951103080139,-0.006192951103080139,0.1710592942331977,0.27170265197553256,0.4511622755131416,0.22573808330393913,0.2801029812799439,-0.0028888902260245483,-0.0028888902260245483,-0.0028888902260245483,-0.005438092544937856,-0.005438092544937856,2.557085709640757e-19,2.168404344971009e-19,2.2351400383409363e-19,2.168404344971009e-19,1.433254703657294,1.3880400995797564,suspended_pr_ankle_pitch_roll_pd
