step,policy_step,time,cmd_vx,cmd_vy,cmd_yaw,base_vx,base_vy,base_yaw_rate,root_z,left_pitch_pos,left_pitch_vel,left_pitch_target,left_pitch_target_vel,left_pitch_error,left_pitch_tau,left_roll_pos,left_roll_vel,left_roll_target,left_roll_target_vel,left_roll_error,left_roll_tau,right_pitch_pos,right_pitch_vel,right_pitch_target,right_pitch_target_vel,right_pitch_error,right_pitch_tau,right_roll_pos,right_roll_vel,right_roll_target,right_roll_target_vel,right_roll_error,right_roll_tau,left_upper_pos,left_upper_vel,left_upper_target,left_upper_target_vel,left_upper_error,left_upper_tau,left_lower_pos,left_lower_vel,left_lower_target,left_lower_target_vel,left_lower_error,left_lower_tau,right_upper_pos,right_upper_vel,right_upper_target,right_upper_target_vel,right_upper_error,right_upper_tau,right_lower_pos,right_lower_vel,right_lower_target,right_lower_target_vel,right_lower_error,right_lower_tau,left_tau_equiv_residual,right_tau_equiv_residual,left_jacobian_cond,right_jacobian_cond,contact_count,source
0,0,0.0,0.2,0.0,-0.6,0.0,0.0,0.0,0.6657550641832926,-0.15,0.0,-0.3045366644859314,-7.726833224296571,-0.15453666448593142,0.0,-0.0,0.0,0.09801890701055527,4.900945350527763,0.09801890701055527,0.0,-0.15,0.0,-0.40666004419326784,-12.833002209663391,-0.2566600441932678,0.0,-0.0,0.0,-0.20743566751480103,-10.371783375740051,-0.20743566751480103,0.0,0.16134112163926642,0.0,0.4322811773376105,13.547002784917206,0.2709400556983441,-0.0,0.16227346654995223,0.0,0.26589678735781497,5.181166040393137,0.10362332080786274,-0.0,0.16134112163926642,0.0,0.6710369316832359,25.48479050219847,0.5096958100439695,-0.0,0.16227346654995223,0.0,0.30699036510649963,7.23584492782737,0.1447168985565474,0.0,0.0,0.0,1.3645791883075877,1.3645791883075877,0,policy_pr_real_ankle_equivalent_ul
4,1,0.02,0.2,0.0,-0.6,0.02512572065301256,-0.006732910632445434,-0.5288146180800632,0.663302876372909,-0.15471388639483616,-0.4793873566783716,-0.47246124744415285,-8.396229147911072,-0.31774736104931667,0.1097384060071902,0.0010043884461704757,-0.04814639319338204,0.20705819129943848,5.4519642144441605,0.206053802853268,0.017094921182878475,-0.15419326243484455,-0.2385635452118496,-0.6610448598861695,-12.71924078464508,-0.5068515974513249,-0.11052997758174699,-0.0036858704436929495,-0.20265976068262403,-0.4330351650714874,-11.27997487783432,-0.4293492946277945,-0.023831018354167677,0.16756524606623024,0.31120622134819115,0.776357746864371,17.203828476338025,0.6087925007981407,-0.03764481702225623,0.16682792763765666,0.22772305438522183,0.40110563000007043,6.7604421321127735,0.23427770236241377,-0.05816317620579843,0.1692137698978466,0.39363241292900836,1.6681217154336485,49.85423918752063,1.4989079455358019,0.0625271522234734,0.16398950821889535,0.08580208344715623,0.5058011122367769,9.940537356513865,0.3418116040178816,0.03405199957077283,1.3877787807814457e-17,1.3877787807814457e-17,1.3690363133105972,1.3685189415097954,1,policy_pr_real_ankle_equivalent_ul
8,2,0.04,0.2,0.0,-0.6,0.01733279178326205,-0.019589057646377632,-0.6113078295898279,0.6584138707851794,-0.17920136233453351,-1.515328167047729,-0.5667941808700562,-4.716646671295166,-0.38759281853552263,5.696223082527499,-0.003988090072099273,-0.5739708229306865,0.3070380687713623,4.998993873596191,0.3110261588434616,1.8841552264344645,-0.17146210432535328,-0.8115249510899871,-0.8345601201057434,-8.675763010978699,-0.6630980157803902,2.1625871745036314,0.0036482964238532607,1.0854187743969894,-0.6,-8.348241746425627,-0.6036482964238532,-5.416796160818688,0.19166325630033937,1.204900511705456,1.0639130849989087,14.377766906726885,0.8722498286985694,-1.3106542816051325,0.19934077281292187,1.6256422587632602,0.4577676972360808,2.833103361800518,0.25842692442315895,-3.5670943323594413,0.18295153202928316,0.6868881065718285,1.6539042454848942,-0.710873497437714,1.470952713455611,2.306290209872551,0.19004091032763853,1.302570105437159,0.7007180781374349,9.7458482950329,0.5106771678097963,-4.163500708413891,4.440892098500626e-16,4.440892098500626e-16,1.392378058134067,1.3849948212742902,5,policy_pr_real_ankle_equivalent_ul
12,3,0.05999999999999999,0.2,0.0,-0.6,0.016427013766814935,-0.034740268361290454,-0.5207956662899772,0.6577537197088181,-0.20159125148619286,-0.8597403406237166,-0.5948551535606384,-1.4030486345291138,-0.3932639020744456,3.314363942760103,-0.015847868165411703,-0.5708028039263985,0.4077070951461792,5.033451318740845,0.4235549633115909,4.5484957201251,-0.1831836154207514,-0.42897831635928335,-0.9331856012344361,-4.931274056434631,-0.7500019858136846,-0.6016629903064494,0.01900674982932691,0.5725276016979826,-0.6,0.0,-0.6190067498293269,-6.582117377370441,0.20801166424758907,0.8174203973624852,1.2807636136218419,10.84252643114666,1.0727519493742528,1.3226234900480793,0.23567071642144927,1.8164971804263699,0.4159643824659078,-2.090165738508651,0.1802936660444585,-4.101706689271433,0.1836754568650622,0.0361962417889522,1.6551350499219288,0.06154022185173025,1.4714595930568666,4.188410332764452,0.21655165011673178,1.325536989454662,0.9379657099374142,11.862381589998966,0.7214140598206824,-3.658299457432221,0.0,3.3306690738754696e-16,1.4142115309315573,1.3966881955986419,8,policy_pr_real_ankle_equivalent_ul
16,4,0.08,0.2,0.0,-0.6,0.023239696657045738,-0.03878947145942859,-0.5688867692802648,0.6583640625761104,-0.21186961541157365,-0.3313142886353215,-0.5545020639896393,2.0176544785499573,-0.34263244857806563,0.29639076304683876,-0.025420072752928676,-0.41463832499862646,0.48692262172698975,3.9607763290405273,0.5123426944799184,4.4487141416897416,-0.1857479606805826,0.09572472219650503,-0.9441201329231262,-0.5467265844345093,-0.7583721722425436,-3.266242311738365,0.02468165443028259,0.11830521889036126,-0.6,0.0,-0.6246816544302826,-4.285237380778421,0.2121627414031416,0.20755385777762592,1.273014297908204,-0.38746578568189527,1.0608515565050625,2.528426477081373,0.2559727369973864,1.0151010287968554,0.28504988252605046,-6.545724996992866,0.029077145528664083,-2.7614276187243405,0.18188821036123906,-0.08936232519115711,1.6552834154070917,0.007418274258141899,1.4733952050458525,3.9435069889303067,0.2242964635602786,0.38724067217734137,0.9680106996966713,1.5022494879628534,0.7437142361363926,-1.1478596605704965,8.881784197001252e-16,0.0,1.4246113189518244,1.3994328026780225,5,policy_pr_real_ankle_equivalent_ul
20,5,0.10000000000000002,0.2,0.0,-0.6,0.0381014929104763,-0.03947178298962574,-0.49663212335293383,0.658444143560503,-0.20887582834628604,0.12333848227768825,-0.5137351393699646,2.038346230983734,-0.3048593110236786,-2.628154466279459,-0.028236335984185332,-0.14141374976686052,0.5383254885673523,2.5701433420181274,0.5665618245515376,3.228906597605238,-0.17923879992076658,0.38597025908621474,-0.930394196510315,0.686296820640564,-0.7511553965895483,-5.645996689982724,0.02341717773143056,-0.13856781509223792,-0.6,0.0,-0.6234171777314306,-2.6357290074265625,0.20620666849148434,-0.2978036455828628,1.2189544450434608,-2.7029926432371565,1.0127477765519766,3.0177631022027924,0.2547335589488958,-0.06195890242452762,0.17993217406612494,-5.2558854229962755,-0.07480138488277088,-0.8083533048026873,0.17535373461480547,-0.32672378732167967,1.6551246397449824,-0.007938783105465586,1.4797709051301768,3.97825002547161,0.215604237176307,-0.4346113191985801,0.9304521144052704,-1.877929264570044,0.7148478772289635,0.8644810249735151,4.440892098500626e-16,0.0,1.4218872916754617,1.3931403537434517,5,policy_pr_real_ankle_equivalent_ul
24,6,0.12000000000000004,0.2,0.0,-0.6,0.05395204345540437,-0.03784096216274545,-0.5220728005914245,0.6585660866474862,-0.20953524398254064,-0.12144013518131544,-0.476067715883255,1.8833711743354797,-0.2665324719007144,-1.1971333991845485,-0.03133240740591413,-0.1597751837579329,0.572016716003418,1.6845613718032837,0.6033491234093321,3.630878630138083,-0.17308572299478672,0.24086504650679288,-0.9097750425338745,1.0309576988220215,-0.7366893195390878,-5.211448665548692,0.019338067181333386,-0.22453459880442522,-0.6,0.0,-0.6193380671813333,-2.0235864103692682,0.20437231725273236,-0.09171756193759872,1.1555693919693357,-3.169252653706256,0.9511970747166034,2.6627120586478124,0.25811080520141005,0.1688623126257116,0.09598299781307415,-4.197458812652539,-0.1621278073883359,-1.648240304511777,0.1716412372987751,-0.18562486580151888,1.654860405446028,-0.013211714947714004,1.483219168147253,3.440289638647983,0.20502344364176453,-0.5290396767271235,0.8766640326838407,-2.689404086071484,0.6716405890420762,1.0498307770148965,2.220446049250313e-16,4.440892098500626e-16,1.4227266238900484,1.3870657427636472,8,policy_pr_real_ankle_equivalent_ul
28,7,0.14000000000000004,0.2,0.0,-0.6,0.06529976438897286,-0.03663070518195731,-0.5171707114269246,0.6586231338413673,-0.2140344707013954,-0.27849367833536015,-0.41400965452194216,3.1029030680656433,-0.19997518382054677,-0.08765084671993773,-0.03478137501996073,-0.18005970321425596,0.5988647937774658,1.3424038887023926,0.6336461687974265,3.9060287075080544,-0.17053155369417153,0.06917471568609065,-0.8580405354499817,2.586725354194641,-0.6875089817558102,-4.221444705128576,0.01469225619376846,-0.22924179650432183,-0.6,0.0,-0.6146922561937684,-1.9122609839614566,0.2068251478634993,0.12264153053834631,1.0362199310024527,-5.967473048344152,0.8293947831389534,2.3658355334149173,0.2664018270451486,0.41455109218692665,-0.01607351206970225,-5.60282549413882,-0.28247533911485084,-2.2763487299996363,0.17259352143356957,0.04761420673972394,1.65420389390758,-0.032825576922401734,1.4816103724740104,2.955648536855466,0.1981812341693866,-0.3421104736188965,0.7527820060881784,-6.194101329783119,0.5546007719187918,0.6890650388461391,6.379255420885912e-16,2.220446049250313e-16,1.4273277533941726,1.3844363138820905,8,policy_pr_real_ankle_equivalent_ul
32,8,0.16000000000000006,0.2,0.0,-0.6,0.07440621251952112,-0.039064670649275136,-0.5132574990849593,0.6585448978187753,-0.2207108007415243,-0.3610117854527017,-0.320278936624527,4.686535894870758,-0.0995681358830027,0.7502356176435843,-0.03855355836419963,-0.19011502082275428,0.6,0.056760311126707874,0.6385535583641996,4.133191540591395,-0.17129222774247485,-0.08965958575627812,-0.7880303502082825,3.500509262084961,-0.6167381224658076,-3.142125900998079,0.010394361758766384,-0.20016526096908044,-0.6,0.0,-0.6103943617587664,-1.9999258798009427,0.21163522680307814,0.24050394697894273,0.858827728078893,-8.869610146177987,0.6471925012758148,2.1559234356834036,0.277622005042529,0.5610088998690199,-0.1471428443840541,-6.553466615717592,-0.4247648494265831,-2.7577045111252136,0.1770886793829158,0.224757897467312,1.6533117105016548,-0.044609170296261436,1.476223031118739,2.5450479159924795,0.19547949822706803,-0.13508679711592836,0.6034913076214593,-7.464534923335952,0.4080118093943913,0.16693193891167796,0.0,2.220446049250313e-16,1.4340957980474198,1.385008889277796,8,policy_pr_real_ankle_equivalent_ul
36,9,0.18000000000000008,0.2,0.0,-0.6,0.08200619348682378,-0.047259462310819705,-0.5119058047671639,0.6583368897603828,-0.2284636556202163,-0.39930400037018254,-0.20414754152297973,5.806569755077363,0.02431611409723658,1.4965540909275679,-0.04242439363709956,-0.19308810273357044,0.6,0.0,0.6424243936370996,4.17766529931702,-0.17532771224830343,-0.2533786132984821,-0.7308396339416504,2.859535813331604,-0.555511921693347,-1.9538991699383612,0.006564159996721875,-0.18318810601968893,-0.6,0.0,-0.6065641599967219,-2.091910297491188,0.21770063918739097,0.3032706192156412,0.6789200992353721,-8.995381442176042,0.46121946004798114,1.8787052341949844,0.2902880958945604,0.6333045426015704,-0.3005659161959641,-7.671153590595502,-0.5908540120905246,-3.0879642175374924,0.1849898333463426,0.39505769817134023,1.652582261105105,-0.03647246982748653,1.4675924277587624,2.087100950166724,0.19697547026373335,0.07479860183326609,0.49271222018266037,-5.538954371939947,0.295736749918927,-0.40507427556490744,2.220446049250313e-16,0.0,1.441969825566574,1.3887430735616537,8,policy_pr_real_ankle_equivalent_ul
