side,pitch,roll,j00_du_dp,j01_du_dr,j10_dl_dp,j11_dl_dr,diag_kp_upper,diag_kp_lower,diag_kd_upper,diag_kd_lower,equiv_kp_pitch,equiv_kp_roll,equiv_kp_cross
right,-0.31695377826690674,0.10266955196857452,-1.2817382812529976,-0.8544921875019983,-1.3427734375015543,0.8544921875019983,1.811175970590419,1.6966457253941711,1.8111759705904187,1.6966457253941711,6.034616880591178,2.561260210037959,0.03695060287729684
left,-0.411850243806839,0.012484638020396233,-1.4648437499986675,0.8544921874964472,-1.4343261718730014,-0.8850097656221133,1.4234373514397456,1.4411719807368744,1.4234373514397456,1.4411719807368744,6.0192761599552735,2.168119437351157,0.04770011586127055
right,-0.44246143102645874,0.23388299345970154,-1.4648437499986675,-0.8544921874964472,-1.647949218741562,0.9155273437477794,1.3792879326837824,1.1161533375657622,1.3792879326837824,1.1161533375657622,5.990809322526759,1.9426455190585985,0.04246325667455679
left,0.17141355574131012,-0.09363938122987747,-0.8850097656262766,0.8544921875019983,-0.9155273437491672,-0.7934570312492782,3.2780116153367005,3.379929489182617,3.2780116153367005,3.3799294891826164,5.400501479175817,4.5213787268095516,-0.02365599396249279
right,-0.295950323343277,-0.005330358166247606,-1.281738281244671,-0.8544921874964472,-1.2817382812474465,0.8544921874964472,1.8355043804054598,1.8355043803999567,1.8355043804054598,1.8355043803999567,6.030927835051837,2.6804123711283445,1.6743144496868801e-12
left,-0.3825509548187256,-0.048109982162714005,-1.373291015621669,0.8544921874964472,-1.4038085937473352,-0.8544921874964472,1.5887164974069163,1.538863669383606,1.5887164974069163,1.538863669383606,6.02881091799284,2.2836242343703095,-0.018371623536064353
right,-0.31340593099594116,-0.029915280640125275,-1.3427734374960032,-0.8544921874964472,-1.312255859370337,0.8544921874964472,1.6849560962762642,1.7406306805451026,1.6849560962762642,1.7406306805451028,6.035436997820112,2.5012158164806837,-0.01848994639012585
left,-0.4460672438144684,-0.15742707252502441,-1.4648437499986675,0.8544921874964472,-1.5869140624902298,-0.9155273437477794,1.3948631659811705,1.1951546771864383,1.3948631659811705,1.1951546771864383,6.00280517850733,2.0202360410082347,-0.00955052550355951
right,-0.4058903157711029,0.006993826944380999,-1.4343261718730014,-0.8544921874964472,-1.4038085937473352,0.8850097656221133,1.4874514073566758,1.505560386276642,1.4874514073566758,1.505560386276642,6.027096823035757,2.2652914637777326,-0.047433658700583727
left,-0.2738925814628601,0.036416977643966675,-1.2512207031217804,0.8544921874964472,-1.2512207031217804,-0.8544921874964472,1.9232941792913125,1.923294179291312,1.9232941792913123,1.923294179291312,6.022038898192453,2.8086130256799047,-3.349720032706672e-16
right,0.3116530776023865,0.08847133815288544,-0.7934570312451149,-0.8544921874964472,-0.7934570312520538,0.7934570312520538,3.672167660775779,3.9655064975224668,3.6721676607757785,3.9655064975224668,4.8084815321424275,5.177838577295965,-0.00683994528080525
left,-0.28119704127311707,0.04337087646126747,-1.281738281244671,0.8544921874964472,-1.2512207031217804,-0.8544921874964472,1.8481341927095152,1.9103634576120356,1.8481341927095152,1.9103634576120356,6.026988558603247,2.744292987349995,0.018339081402438017
right,-0.318175733089447,0.0767023116350174,-1.312255859370337,-0.8544921874964472,-1.3427734374960032,0.8544921874964472,1.740630680545102,1.684956096276263,1.740630680545102,1.684956096276263,6.035436997820108,2.5012158164806824,0.018489946390126192
left,-0.36616989970207214,0.01472445484250784,-1.3732910156272202,0.8850097656276644,-1.3427734375015543,-0.8544921875019983,1.5942463901122002,1.6798199095832311,1.5942463901122002,1.679819909583231,6.035417583722908,2.4752132810762584,-0.010201158460483303
right,-0.44490912556648254,0.2557092308998108,-1.4343261718785525,-0.8850097656276644,-1.6784667968672282,0.9155273437477794,1.4130574097127668,1.0980446113839768,1.4130574097127668,1.0980446113839768,6.000538140048025,2.027136675842458,0.10637905511845971
left,0.11289531737565994,-0.14678987860679626,-0.9460449218734456,0.8850097656235011,-0.9765624999999791,-0.7324218750000276,2.8914394536816292,3.2564836846980802,2.8914394536816292,3.2564836846980802,5.693466037613905,4.011611624550307,-0.09166505094891866
right,-0.209583580493927,0.0532003678381443,-1.1901855468732236,-0.8544921874992227,-1.2207031249988898,0.8544921874964472,2.099127636595653,2.0295676184394265,2.099127636595653,2.0295676184394265,5.99779312009889,3.014595322246921,0.017817734290200758
left,-0.2872235178947449,-0.04198748245835304,-1.2512207031217804,0.8544921874964472,-1.281738281244671,-0.8544921874964472,1.9103634576120374,1.8481341927095165,1.9103634576120374,1.8481341927095165,6.026988558603251,2.744292987349997,-0.018339081402438697
right,-0.28803929686546326,-0.05297805741429329,-1.281738281244671,-0.8544921874964472,-1.2512207031273315,0.8544921875019983,1.848134192710596,1.9103634575936999,1.8481341927105963,1.9103634575936996,6.026988558602854,2.7442929873555193,-0.018339081403980374
left,-0.1718445122241974,-0.193169966340065,-1.1596679687496392,0.8544921874999166,-1.2207031249988898,-0.7934570312451149,2.1443963202905985,2.099171793334262,2.1443963202905985,2.099171793334262,6.011857796298719,2.887329875849177,-0.09173436065768659
right,-0.34921860694885254,-0.07812432199716568,-1.373291015621669,-0.8544921874964472,-1.3122558593758882,0.8850097656276644,1.637889564287687,1.7103463888640908,1.637889564287687,1.710346388864091,6.0341850302000175,2.535531978527298,-0.06431815766960972
left,-0.08980611711740494,-0.01937921717762947,-1.0986328124990008,0.8544921874992227,-1.0986328124990008,-0.8239746093742505,2.4139879136734543,2.4795530175016225,2.4139879136734543,2.4795530175016225,5.906474820143882,3.446043165467623,-0.021582733812949208
right,-0.34910687804222107,0.021786198019981384,-1.3427734374960032,-0.8544921874964472,-1.3427734374960032,0.8544921874964472,1.673586856012754,1.6735868560127538,1.6735868560127538,1.6735868560127538,6.035089778194955,2.4439619762880507,-1.009974775274655e-17
left,-0.2255711853504181,0.030340129509568214,-1.2207031249988898,0.8544921874964472,-1.2207031249988898,-0.8544921874992227,2.0158093573160962,2.01580935731179,2.0158093573160962,2.01580935731179,6.007580033869375,2.943714216586431,2.3381730971783852e-12
right,-0.20780885219573975,0.034221943467855453,-1.1901855468732236,-0.8239746093749444,-1.2207031249988898,0.8544921874964472,2.129470329857368,2.009776947226573,2.129470329857368,2.009776947226573,6.011284410264395,2.9132226454823673,-0.008026066744742124
left,-0.20507483184337616,0.04119044169783592,-1.1901855468759992,0.823974609370781,-1.1901855468732236,-0.8544921874992227,2.1441441783269153,2.092982386654019,2.1441441783269153,2.092982386654019,6.002066196251636,2.9839382480067016,0.02584694554295527
right,-0.20973201096057892,0.02810610644519329,-1.1901855468759992,-0.8544921875019983,-1.1901855468759992,0.823974609370781,2.0929823866434694,2.144144178327444,2.0929823866434694,2.144144178327444,6.00206619625127,2.9839382480092858,0.025846945543585974
left,-0.14085660874843597,0.07020101696252823,-1.1291503906232792,0.8239746093749444,-1.129150390623973,-0.8544921874992227,2.3624342187405403,2.3020840645223317,2.3624342187405403,2.3020840645223317,5.94717034117438,3.284819845151013,0.02317811019975044
right,-0.2287774533033371,0.009225020185112953,-1.2207031249988898,-0.8544921874992227,-1.2207031249988898,0.8544921874964472,2.0158093573117903,2.0158093573160962,2.0158093573117903,2.0158093573160962,6.007580033869376,2.9437142165864314,2.338433055512098e-12
left,-0.19565032422542572,0.08675887435674667,-1.1901855468759992,0.823974609370781,-1.1901855468759992,-0.8544921875019983,2.1441441783274433,2.092982386643469,2.1441441783274433,2.092982386643469,6.002066196251268,2.983938248009285,0.025846945543585804
right,-0.40312978625297546,0.04086240008473396,-1.4038085937473352,-0.8544921874964472,-1.4343261718730014,0.8544921874964472,1.518969494992566,1.4717713115519517,1.518969494992566,1.4717713115519517,6.02126333732276,2.1837100315013935,0.01823684530980927
left,-0.4078003466129303,0.0860302746295929,-1.4648437499986675,0.8544921874964472,-1.4038085937528864,-0.8850097656276644,1.432782221918179,1.49625684857876,1.432782221918179,1.49625684857876,6.023058417159276,2.218087456782186,0.06551605627490627
right,-0.4428495168685913,0.08910301327705383,-1.4648437499986675,-0.8850097656221133,-1.5258789062499998,0.8850097656221133,1.3863780925895703,1.3050461242705615,1.3863780925895703,1.3050461242705615,6.013391945508274,2.1080372541813226,0.03494454984598813
left,-0.44867759943008423,0.0861046090722084,-1.5563964843701148,0.8850097656221133,-1.4648437500042186,-0.8850097656276644,1.259335526266757,1.3782616474904403,1.259335526266757,1.3782616474904403,6.008005272257642,2.06587763794686,0.05213820373768149
right,-0.33583807945251465,0.18760406970977783,-1.3427734375015543,-0.8544921875019983,-1.4038085937528864,0.8544921874964472,1.6518053437373104,1.5492794948191595,1.6518053437373106,1.5492794948191595,6.031403836359883,2.33729417754731,0.036835851304789786
left,-0.34662574529647827,-0.047325536608695984,-1.3427734375015543,0.8544921875019983,-1.3427734374960032,-0.8544921874964472,1.6735868559978024,1.6735868560139189,1.6735868559978022,1.6735868560139189,6.035089778195047,2.443961976293861,-1.9215543702999074e-12
right,-0.25404784083366394,0.13350392878055573,-1.2207031250016653,-0.8544921875019983,-1.2512207031217804,0.823974609370781,1.9823494934116996,1.9609631503489704,1.9823494934116996,1.9609631503489706,6.023923163476426,2.7787910210264863,0.046049454444754445
left,-0.0750250443816185,-0.07260556519031525,-1.0986328124996947,0.8544921874999166,-1.0681152343747224,-0.8239746093749444,2.4292823949978106,2.585930082699706,2.4292823949978106,2.585930082699706,5.882339864243666,3.5294335595944366,-0.004668464890170338
right,-0.39995139837265015,-0.0269329696893692,-1.4648437499986675,-0.8544921874964472,-1.4038085937473352,0.8850097656221133,1.4327822219171669,1.4962568485915089,1.4327822219171669,1.4962568485915089,6.023058417158909,2.2180874567767304,-0.06551605627300167
left,-0.3816372752189636,-0.09933540970087051,-1.3427734374960032,0.8544921874964472,-1.4648437499986675,-0.8544921874964472,1.6312767011850346,1.436875850780197,1.6312767011850346,1.436875850780197,6.024459054383429,2.2402327514446703,-0.07317564674357471
right,-0.3747415244579315,-0.039535652846097946,-1.4038085937473352,-0.8544921874964472,-1.3427734374960032,0.8544921874964472,1.5492794948288047,1.6518053437539681,1.5492794948288047,1.6518053437539681,6.0314038363601545,2.3372941775508456,-0.036835851299534136
left,-0.4084168076515198,-0.11847684532403946,-1.4038085937473352,0.8850097656221133,-1.4953613281243336,-0.8850097656221133,1.5026426691136046,1.3705473080071142,1.5026426691136046,1.3705473080071142,6.025914078908474,2.250403883627394,-0.05306452132418386
right,-0.45139801502227783,-0.002841588342562318,-1.4648437499986675,-0.8850097656221133,-1.4953613281243336,0.9155273437477794,1.4089801624691207,1.3423940051379832,1.4089801624691207,1.3423940051379832,6.025078055128803,2.228754499225994,-0.011193381062089433
left,-0.3534986972808838,0.046564873307943344,-1.373291015621669,0.8544921874964472,-1.3427734375015543,-0.8544921875019983,1.6098617828362984,1.6625374073335677,1.6098617828362982,1.6625374073335677,6.033706041828663,2.3893648433394503,0.018459036463624155
right,0.0878714770078659,0.07105482369661331,-0.9460449218762211,-0.8544921875019983,-0.9460449218751803,0.7934570312501457,3.0192434348855217,3.2184360378080754,3.0192434348855217,3.2184360378080754,5.582729329603926,4.230765266828591,0.02481402365105694
left,-0.3636114001274109,0.06019486114382744,-1.373291015621669,0.8544921874964472,-1.3427734374960032,-0.8544921874964472,1.6098617828351658,1.6625374073484085,1.6098617828351656,1.6625374073484085,6.033706041828501,2.3893648433336874,0.01845903646170293
right,-0.3611040413379669,0.1247444897890091,-1.3427734374960032,-0.8850097656221133,-1.4038085937528864,0.8544921874964472,1.6350406950363774,1.5656924172706161,1.6350406950363774,1.5656924172706161,6.033521090196287,2.423834129838812,0.06491327044841565
left,-0.441455215215683,0.007401864044368267,-1.4648437499986675,0.8544921874964472,-1.4648437499986675,-0.8850097656221133,1.4143775433806207,1.3887433557893951,1.4143775433806207,1.3887433557893951,6.0148449164591415,2.1204400399815735,0.02999541625087431
right,-0.4184805154800415,0.2266601026058197,-1.4038085937528864,-0.8544921875019983,-1.5869140624902298,0.8544921874964472,1.474392404366555,1.2258423086955426,1.474392404366555,1.2258423086955426,5.992587590892233,1.9715950033050953,0.10634867045112717
left,0.1712552160024643,-0.07295840978622437,-0.8544921874992227,0.8544921874992227,-0.9155273437491672,-0.7934570312492782,3.4066290991610115,3.389336565662732,3.4066290991610115,3.389336565662732,5.328282828282829,4.621212121212122,-0.02525252525252578
right,-0.31016430258750916,-0.01685553789138794,-1.312255859370337,-0.8544921874964472,-1.312255859370337,0.8544921874964472,1.7523195503336941,1.7523195503336941,1.7523195503336944,1.7523195503336944,6.0350426445602885,2.5589364160787165,4.5898991730568443e-17
left,-0.3749924898147583,-0.07608593255281448,-1.373291015621669,0.8544921874964472,-1.4038085937528864,-0.8544921874964472,1.5887164974050505,1.5388636693729185,1.5887164974050505,1.5388636693729185,6.028810917992245,2.2836242343611435,-0.018371623539395754
right,-0.34567883610725403,-0.05287730693817139,-1.3427734374960032,-0.8544921874964472,-1.3427734374960032,0.8544921874964472,1.673586856012754,1.6735868560127538,1.6735868560127538,1.6735868560127538,6.035089778194955,2.4439619762880507,-1.009974775274655e-17
left,-0.44467440247535706,-0.1378968060016632,-1.4343261718730014,0.8850097656221133,-1.586914062501332,-0.8850097656332155,1.422229439908816,1.223638869303433,1.422229439908816,1.223638869303433,6.0074257993622275,2.072355940992762,-0.08684705166000575
right,-0.41840073466300964,0.00791903119534254,-1.4343261718785525,-0.8850097656276644,-1.4343261718730014,0.8850097656221133,1.4654263637292997,1.4654263637425842,1.4654263637292997,1.4654263637425842,6.02961860130765,2.2955677880004375,2.0041948363840842e-12
left,-0.2849486768245697,0.023194804787635803,-1.281738281244671,0.8544921874964472,-1.281738281250222,-0.8544921875019983,1.8355043804077291,1.835504380389384,1.8355043804077291,1.8355043803893838,6.030927835051254,2.6804123711396945,1.6740551964629116e-12
right,0.2994401454925537,0.04986109212040901,-0.7934570312478905,-0.8850097656221133,-0.8239746093749444,0.8239746093749444,3.528563338831617,3.671351567199073,3.528563338831617,3.6713515671990735,4.714097929676298,5.256325994083467,-0.01478803812011623
left,-0.28818121552467346,0.04488857090473175,-1.281738281244671,0.8544921874964472,-1.2512207031273315,-0.8544921875019983,1.848134192710596,1.9103634575936999,1.8481341927105963,1.9103634575936996,6.026988558602854,2.7442929873555193,0.018339081403980374
right,-0.36004379391670227,0.10979549586772919,-1.3427734374960032,-0.8850097656221133,-1.4038085937639886,0.8850097656332155,1.6517681854140374,1.5512209167321764,1.6517681854140374,1.5512209167321764,6.035162756976896,2.5087165040151445,0.035695267482297705
left,-0.3843964636325836,-0.020364919677376747,-1.4038085937473352,0.8850097656221133,-1.4038085937473352,-0.8544921874964472,1.5151505207086706,1.5449310654267365,1.5151505207086706,1.5449310654267365,6.030437197757828,2.3147720314489386,-0.02918726052842218
right,-0.4320622682571411,0.23647353053092957,-1.4038085937473352,-0.8850097656221133,-1.617431640615896,0.9155273437477794,1.4831177520519365,1.182415527861978,1.4831177520519365,1.182415527861978,6.016048026324146,2.152729783708378,0.09167789662412497
left,0.1298399716615677,-0.22337429225444794,-0.9765624999991117,0.9460449218734456,-0.9765624999998056,-0.7324218749993338,2.6394833431722846,3.2746090226178124,2.6394833431722846,3.2746090226178124,5.64011799410247,4.11897738445984,-0.09636184857462644
right,-0.34112322330474854,-0.08326873183250427,-1.3427734374960032,-0.8544921874964472,-1.3122558593758882,0.8544921875019983,1.6849560962773873,1.7406306805291876,1.684956096277387,1.7406306805291876,6.0354369978200895,2.5012158164863965,-0.01848994639192709
left,-0.38692450523376465,-0.031733833253383636,-1.4038085937528864,0.8850097656276644,-1.4038085937473352,-0.8544921874964472,1.5151505206957436,1.544931065427812,1.5151505206957436,1.544931065427812,6.030437197758086,2.314772031454486,-0.029187260530322917
right,-0.2527409791946411,-0.07485309988260269,-1.220703125004441,-0.8544921875019983,-1.2207031249988898,0.8544921874992227,2.0158093572962428,2.0158093573128535,2.0158093572962428,2.0158093573128535,6.007580033868695,2.943714216591835,-9.347093804070173e-13
left,-0.45533767342567444,-0.1296650767326355,-1.4648437499986675,0.8850097656221133,-1.5869140624902298,-0.9155273437477794,1.3841891886018847,1.207900942892626,1.3841891886018847,1.207900942892626,6.012000180850162,2.0966063777028405,-0.039549432349820564
right,-0.2608087956905365,0.021951498463749886,-1.2207031249988898,-0.8544921874964472,-1.2512207031217804,0.8544921874964472,2.0023112871378044,1.9365152570170474,2.0023112871378044,1.9365152570170472,6.0153940752554345,2.8759613731798948,0.01813203705695539
left,-0.29265961050987244,0.01008536759763956,-1.281738281250222,0.8544921875019983,-1.2817382812474465,-0.8544921874964472,1.8355043803882503,1.8355043804010927,1.8355043803882503,1.8355043804010927,6.030927835051549,2.6804123711340213,-3.3476959351539757e-12
right,0.5193050503730774,0.1716599017381668,-0.6103515624911182,-0.9765624999991117,-0.6713867187535527,0.7324218749993338,3.5193241827243456,4.727846826540261,3.5193241827243456,4.727846826540261,3.4421752552673883,5.892503759996416,-0.22718277528457353
left,-0.33066463470458984,0.049165990203619,-1.3427734374960032,0.8544921874964472,-1.312255859370337,-0.8544921874964472,1.6849560962762642,1.7406306805451026,1.6849560962762642,1.7406306805451028,6.035436997820112,2.5012158164806837,0.01848994639012585
right,-0.38089847564697266,0.05405520275235176,-1.373291015621669,-0.8544921874964472,-1.4038085937473352,0.8544921874964472,1.5887164974069163,1.538863669383606,1.5887164974069163,1.538863669383606,6.02881091799284,2.2836242343703095,0.018371623536064353
left,-0.40240034461021423,0.016745667904615402,-1.4343261718730014,0.8544921874964472,-1.4038085937473352,-0.8850097656221133,1.4874514073566758,1.505560386276642,1.4874514073566758,1.505560386276642,6.027096823035757,2.2652914637777326,0.047433658700583727
right,-0.4452162981033325,0.21356549859046936,-1.4343261718730014,-0.8544921874964472,-1.647949218741562,0.9155273437477794,1.432207029931979,1.1233217087543783,1.432207029931979,1.1233217087543783,5.9971133543226385,1.9872932222963968,0.060539025079142425
left,0.23300805687904358,-0.06401830911636353,-0.8544921874964472,0.8544921874964472,-0.8544921874992227,-0.8239746093749444,3.4227905056142958,3.547214482990083,3.4227905056142958,3.547214482990083,5.089197224973197,4.907499174101944,-0.0016518004624276846
right,-0.2828487753868103,-0.003186232876032591,-1.2817382812474465,-0.823974609370781,-1.2817382812474465,0.8544921874964472,1.8565482552682389,1.8164736265233206,1.856548255268239,1.8164736265233206,6.034235096959858,2.586784773747555,-0.028728752694165888
left,-0.3630710542201996,-0.06896670907735825,-1.3427734374960032,0.8544921874964472,-1.373291015621669,-0.8544921874964472,1.6625374073484085,1.6098617828351653,1.6625374073484085,1.6098617828351653,6.0337060418285,2.3893648433336874,-0.01845903646170333
right,-0.3092000484466553,-0.04260840639472008,-1.312255859370337,-0.8544921874964472,-1.281738281244671,0.8544921874964472,1.7643262692883617,1.8231833073156196,1.7643262692883617,1.8231833073156196,6.033419283078059,2.6194448657651734,-0.01845391576973059
left,-0.4529661238193512,-0.158234640955925,-1.4648437499986675,0.8544921874964472,-1.5869140624902298,-0.9460449218734456,1.4086808532529984,1.1869049044675133,1.4086808532529984,1.1869049044675133,6.011679347166457,2.090839112299214,0.0186484672355208
right,-0.388789564371109,0.004498873837292194,-1.4038085937473352,-0.8544921874964472,-1.4038085937473352,0.8850097656221133,1.544931065426737,1.5151505207086702,1.544931065426737,1.5151505207086702,6.030437197757829,2.3147720314489386,-0.029187260528421025
left,-0.29486873745918274,0.038196977227926254,-1.3122558593758882,0.8544921875019983,-1.281738281244671,-0.8544921874964472,1.7643262692722004,1.8231833073168056,1.7643262692722004,1.8231833073168056,6.0334192830778814,2.619444865770977,0.018453915767930443
right,0.347695529460907,0.09973365068435669,-0.7629394531222243,-0.9155273437477794,-0.793457031250666,0.793457031250666,3.491843330101338,3.9386546437607057,3.491843330101338,3.9386546437607057,4.512195121947828,5.4065040650429825,-0.0406504065045929
left,-0.2833237051963806,0.05057501792907715,-1.2817382812474465,0.8544921874964472,-1.2512207031217804,-0.8544921874964472,1.8481341927028516,1.9103634576108754,1.8481341927028516,1.9103634576108752,6.026988558603633,2.7442929873442825,0.01833908140411253
right,-0.29555460810661316,0.0687015950679779,-1.281738281244671,-0.8544921874964472,-1.312255859370337,0.8544921874964472,1.82318330731562,1.7643262692883617,1.8231833073156198,1.7643262692883617,6.033419283078059,2.619444865765174,0.018453915769730912
left,-0.36176300048828125,0.008197739720344543,-1.3427734374960032,0.8544921874964472,-1.373291015621669,-0.8544921874964472,1.6625374073484085,1.6098617828351653,1.6625374073484085,1.6098617828351653,6.0337060418285,2.3893648433336874,-0.01845903646170333
right,-0.46286866068840027,0.24353021383285522,-1.4648437499986675,-0.8544921874964472,-1.7089843749928944,0.9765624999991117,1.3908794592229727,1.032460521657329,1.3908794592229727,1.032460521657329,5.9999362285568925,2.0001913143293226,0.017856004075747417
left,0.2803952395915985,-0.20022325217723846,-0.823974609370781,0.9460449218734456,-0.8544921874992227,-0.7324218749993338,3.176551940378823,3.947332925894285,3.176551940378823,3.9473329258942855,5.038841979958058,4.960531536494371,-0.005742765854074371
right,-0.24058908224105835,0.028107615187764168,-1.2207031250016653,-0.8544921875019983,-1.2512207031217804,0.823974609370781,1.9823494934116996,1.9609631503489704,1.9823494934116996,1.9609631503489706,6.023923163476426,2.7787910210264863,0.046049454444754445
left,-0.30884265899658203,-0.014009544625878334,-1.312255859370337,0.8544921874964472,-1.312255859370337,-0.8544921874964472,1.7523195503336941,1.7523195503336941,1.7523195503336944,1.7523195503336944,6.0350426445602885,2.5589364160787165,-4.5898991730568443e-17
right,-0.29110246896743774,-0.03483940288424492,-1.281738281244671,-0.8544921874964472,-1.2512207031217804,0.8544921874964472,1.8481341927095152,1.9103634576120356,1.8481341927095152,1.9103634576120356,6.026988558603247,2.744292987349995,-0.018339081402438017
left,-0.4329725503921509,-0.1638549417257309,-1.4648437499986675,0.8544921874964472,-1.5869140624902298,-0.8850097656221133,1.3808552497881124,1.202843726763766,1.3808552497881124,1.202843726763766,5.992110755886134,1.950359055797202,-0.039097960817761145
right,-0.32582971453666687,0.034608278423547745,-1.312255859370337,-0.8544921874964472,-1.3427734374960032,0.8544921874964472,1.740630680545102,1.684956096276263,1.740630680545102,1.684956096276263,6.035436997820108,2.5012158164806824,0.018489946390126192
left,-0.21525539457798004,-0.03464512526988983,-1.2207031249988898,0.8544921874992227,-1.1901855468759992,-0.823974609370781,2.0097769472200255,2.129470329855238,2.0097769472200255,2.129470329855238,6.011284410265691,2.9132226454710635,-0.008026066752492024
right,0.019494999200105667,0.1718502789735794,-0.9765624999991117,-0.8544921874992227,-1.007080078124084,0.762939453124306,2.852750030907508,3.0092018995803813,2.852750030907508,3.0092018995803813,5.772557948046408,3.834541152661419,0.06842656111268207
left,-0.29297107458114624,0.050872817635536194,-1.2817382812474465,0.823974609370781,-1.2817382812529976,-0.8544921875019983,1.8565482552694115,1.8164736265063144,1.8565482552694115,1.8164736265063144,6.034235096959695,2.5867847737531666,0.028728752695842373
right,-0.2412012815475464,0.0113611351698637,-1.2207031249988898,-0.8544921874964472,-1.2207031249988898,0.8544921874964472,2.0158093573143248,2.0158093573143243,2.0158093573143248,2.0158093573143243,6.007580033870512,2.9437142165774266,8.502372196349088e-16
left,-0.3603726029396057,0.08674360811710358,-1.3732910156272202,0.8544921875019983,-1.3427734374960032,-0.8850097656221133,1.6267542741101808,1.6454997320922244,1.6267542741101806,1.6454997320922247,6.034844449158152,2.4766108259455115,0.04651702265222106
right,-0.3965070843696594,0.06259141862392426,-1.4038085937473352,-0.8544921874964472,-1.4343261718730014,0.8850097656221133,1.5349953424946785,1.459503768271876,1.5349953424946785,1.459503768271876,6.027607218185437,2.263932505263445,-0.011389735177283542
left,-0.39396989345550537,0.07809785008430481,-1.4343261718730014,0.8850097656221133,-1.373291015621669,-0.8544921874964472,1.469101161317157,1.5951436603867184,1.469101161317157,1.5951436603867184,6.030695864565662,2.3153672985662306,0.006981314353710216
right,-0.43900468945503235,0.0903228297829628,-1.4648437499986675,-0.8544921874964472,-1.4953613281243336,0.8850097656221133,1.4055964749335446,1.3388284745804873,1.4055964749335446,1.3388284745804873,6.009844546863698,2.0749330366529337,-0.012436509198237635
left,-0.4333548843860626,0.0723196491599083,-1.5258789062444487,0.9155273437477794,-1.4648437499986675,-0.8544921874964472,1.2819013487148962,1.4114198787619332,1.2819013487148962,1.4114198787619332,6.013237659284379,2.1050352591816,-0.02412470617728286
right,-0.3614574372768402,0.17257648706436157,-1.3427734374960032,-0.8544921874964472,-1.4038085937528864,0.8850097656221133,1.6689759852324064,1.5352095636784213,1.6689759852324066,1.5352095636784213,6.034635886687414,2.4210553760234785,0.007645092762178368
left,-0.42900675535202026,0.006716450210660696,-1.4648437499986675,0.8850097656221133,-1.4648437499986675,-0.8850097656221133,1.4033777118784527,1.4033777118784523,1.4033777118784527,1.4033777118784523,6.02264376014857,2.198369532231389,-8.08037423610792e-16
right,-0.2592853009700775,0.13922569155693054,-1.2207031249988898,-0.8544921874992227,-1.281738281244671,0.8544921874964472,1.989090816237088,1.86106456277081,1.9890908162370882,1.8610645627708098,6.021431828545371,2.811217510259917,0.03647970816233481
left,0.07214980572462082,-0.11246678978204727,-0.9460449218734456,0.8850097656235011,-0.9765625000001525,-0.7629394531251734,2.9095041285865655,3.179458119886959,2.9095041285865655,3.179458119886959,5.636176636747797,4.1295348639257865,-0.06712760373954851
right,-0.3871954381465912,-0.022106146439909935,-1.4038085937473352,-0.8544921874964472,-1.4038085937473352,0.8850097656221133,1.544931065426737,1.5151505207086702,1.544931065426737,1.5151505207086702,6.030437197757829,2.3147720314489386,-0.029187260528421025
left,-0.38750776648521423,-0.05387721210718155,-1.373291015621669,0.8544921874964472,-1.4343261718730014,-0.8544921874964472,1.5786135587793413,1.4815654816585864,1.5786135587793413,1.4815654816585864,6.025164020701643,2.2344108369978,-0.03661300074029644
right,-0.40374717116355896,-0.05406244471669197,-1.4648437499986675,-0.8544921874964472,-1.4038085937473352,0.8850097656221133,1.4327822219171669,1.4962568485915089,1.4327822219171669,1.4962568485915089,6.023058417158909,2.2180874567767304,-0.06551605627300167
left,-0.3897349536418915,-0.141598179936409,-1.373291015621669,0.8544921874964472,-1.4648437499986675,-0.8544921874964472,1.5688163788141067,1.427074225414012,1.5688163788141067,1.427074225414012,6.020844152598695,2.1874701918059154,-0.054688079604924264
right,-0.3901265859603882,-0.022864656522870064,-1.4038085937473352,-0.8850097656221133,-1.4038085937473352,0.8850097656221133,1.5309622135028045,1.5309622135028031,1.5309622135028045,1.5309622135028031,6.034068844764743,2.398228685459977,1.4624247711856664e-15
left,-0.24107524752616882,-0.03961743041872978,-1.2207031249988898,0.8544921874992227,-1.2207031249988898,-0.8544921874964472,2.0158093573117903,2.0158093573160962,2.0158093573117903,2.0158093573160962,6.007580033869376,2.9437142165864314,-2.338433055512098e-12
right,0.05615956708788872,0.1452818363904953,-0.9765624999991117,-0.8544921874992227,-0.9765624999998056,0.762939453124306,2.868420531477458,3.144999588178693,2.868420531477458,3.144999588178693,5.734844321870499,3.92502773486296,0.05038932492859833
left,-0.34727996587753296,0.07665809243917465,-1.3427734374960032,0.8544921874964472,-1.3427734375015543,-0.8544921875019983,1.67358685601392,1.6735868559978024,1.67358685601392,1.6735868559978022,6.035089778195049,2.443961976293862,1.9201157053300167e-12
right,-0.12924188375473022,0.06490655988454819,-1.0986328125003886,-0.8544921875006105,-1.1291503906260547,0.8239746093777199,2.398737829872841,2.3781576196963146,2.398737829872841,2.3781576196963146,5.927367144159728,3.366067412675408,0.039253635730339555
left,-0.3469236493110657,0.03959815576672554,-1.3427734374960032,0.8544921874964472,-1.3427734374960032,-0.8544921874964472,1.673586856012754,1.6735868560127538,1.6735868560127538,1.6735868560127538,6.035089778194955,2.4439619762880507,1.009974775274655e-17
